"UF";"Estado";"Indicador";"Ano";"Quadrimestre";"Equipe";"Numerador";"Denominador_Informado";"Denominador_Estimado";"Indicador_calculado";"Tempo";"REGIAO"
"MG";"MINAS GERAIS";5;2020;"Q3";"todas";"74975";"116791";"62424";"0.64";"2020Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";5;2020;"Q3";"todas";"12723";"22176";"10245";"0.57";"2020Q3";"Centro-Oeste"
"MT";"MATO GROSSO";5;2020;"Q3";"todas";"16134";"23568";"10992";"0.68";"2020Q3";"Centro-Oeste"
"PA";"PARÁ";5;2020;"Q3";"todas";"27021";"30451";"25002";"0.89";"2020Q3";"Norte"
"PB";"PARAÍBA";5;2020;"Q3";"todas";"14249";"25908";"15143";"0.55";"2020Q3";"Nordeste"
"PE";"PERNAMBUCO";5;2020;"Q3";"todas";"34105";"51205";"29663";"0.67";"2020Q3";"Nordeste"
"PI";"PIAUÍ";5;2020;"Q3";"todas";"10689";"16263";"13350";"0.66";"2020Q3";"Nordeste"
"PR";"PARANÁ";5;2020;"Q3";"todas";"44177";"69972";"33679";"0.63";"2020Q3";"Sul"
"RJ";"RIO DE JANEIRO";5;2020;"Q3";"todas";"42955";"69866";"42944";"0.61";"2020Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";5;2020;"Q3";"todas";"10979";"18849";"10973";"0.58";"2020Q3";"Nordeste"
"RO";"RONDÔNIA";5;2020;"Q3";"todas";"7711";"10620";"5875";"0.73";"2020Q3";"Norte"
"RR";"RORAIMA";5;2020;"Q3";"todas";"2304";"2577";"2478";"0.89";"2020Q3";"Norte"
"RS";"RIO GRANDE DO SUL";5;2020;"Q3";"todas";"40020";"56305";"29183";"0.71";"2020Q3";"Sul"
"SC";"SANTA CATARINA";5;2020;"Q3";"todas";"27526";"50580";"24501";"0.54";"2020Q3";"Sul"
"SE";"SERGIPE";5;2020;"Q3";"todas";"8566";"10722";"8411";"0.8";"2020Q3";"Nordeste"
"SP";"SÃO PAULO";5;2020;"Q3";"todas";"148903";"155861";"92967";"0.96";"2020Q3";"Sudeste"
"TO";"TOCANTINS";5;2020;"Q3";"todas";"7141";"10543";"6555";"0.68";"2020Q3";"Norte"
"AC";"ACRE";6;2018;"Q1";"todas";"383";"22507";"112150";"0";"2018Q1";"Norte"
"AL";"ALAGOAS";6;2018;"Q1";"todas";"10261";"209830";"498303";"0.02";"2018Q1";"Nordeste"
"AM";"AMAZONAS";6;2018;"Q1";"todas";"1655";"90938";"319534";"0.01";"2018Q1";"Norte"
"AP";"AMAPÁ";6;2018;"Q1";"todas";"1";"8662";"77476";"0";"2018Q1";"Norte"
"BA";"BAHIA";6;2018;"Q1";"todas";"25308";"575511";"2395068";"0.01";"2018Q1";"Nordeste"
"CE";"CEARÁ";6;2018;"Q1";"todas";"7093";"522767";"1490274";"0";"2018Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2018;"Q1";"todas";"768";"17874";"265556";"0";"2018Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2018;"Q1";"todas";"8349";"149581";"558749";"0.01";"2018Q1";"Sudeste"
"GO";"GOIÁS";6;2018;"Q1";"todas";"19980";"177472";"1073227";"0.02";"2018Q1";"Centro-Oeste"
"MA";"MARANHÃO";6;2018;"Q1";"todas";"2004";"261724";"823557";"0";"2018Q1";"Nordeste"
"MG";"MINAS GERAIS";6;2018;"Q1";"todas";"66554";"941023";"4293537";"0.02";"2018Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2018;"Q1";"todas";"14977";"96634";"487063";"0.03";"2018Q1";"Centro-Oeste"
"MT";"MATO GROSSO";6;2018;"Q1";"todas";"18374";"111479";"511090";"0.04";"2018Q1";"Centro-Oeste"
"PA";"PARÁ";6;2018;"Q1";"todas";"3136";"147371";"770933";"0";"2018Q1";"Norte"
"PB";"PARAÍBA";6;2018;"Q1";"todas";"2870";"267719";"850441";"0";"2018Q1";"Nordeste"
"PE";"PERNAMBUCO";6;2018;"Q1";"todas";"21213";"383780";"1747750";"0.01";"2018Q1";"Nordeste"
"PI";"PIAUÍ";6;2018;"Q1";"todas";"21384";"240064";"624239";"0.03";"2018Q1";"Nordeste"
"PR";"PARANÁ";6;2018;"Q1";"todas";"45890";"351768";"1901331";"0.02";"2018Q1";"Sul"
"RJ";"RIO DE JANEIRO";6;2018;"Q1";"todas";"19385";"310099";"2797132";"0.01";"2018Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2018;"Q1";"todas";"3109";"153784";"632544";"0";"2018Q1";"Nordeste"
"RO";"RONDÔNIA";6;2018;"Q1";"todas";"12704";"61453";"241754";"0.05";"2018Q1";"Norte"
"RR";"RORAIMA";6;2018;"Q1";"todas";"1494";"12397";"56985";"0.03";"2018Q1";"Norte"
"RS";"RIO GRANDE DO SUL";6;2018;"Q1";"todas";"84267";"368448";"1912557";"0.04";"2018Q1";"Sul"
"SC";"SANTA CATARINA";6;2018;"Q1";"todas";"61459";"377358";"1326945";"0.05";"2018Q1";"Sul"
"SE";"SERGIPE";6;2018;"Q1";"todas";"136";"67388";"424349";"0";"2018Q1";"Nordeste"
"SP";"SÃO PAULO";6;2018;"Q1";"todas";"99958";"1317206";"5224801";"0.02";"2018Q1";"Sudeste"
"TO";"TOCANTINS";6;2018;"Q1";"todas";"16632";"73767";"285930";"0.06";"2018Q1";"Norte"
"AC";"ACRE";6;2018;"Q2";"todas";"460";"24157";"111878";"0";"2018Q2";"Norte"
"AL";"ALAGOAS";6;2018;"Q2";"todas";"13125";"218583";"500953";"0.03";"2018Q2";"Nordeste"
"AM";"AMAZONAS";6;2018;"Q2";"todas";"2606";"101869";"325856";"0.01";"2018Q2";"Norte"
"AP";"AMAPÁ";6;2018;"Q2";"todas";"1";"10403";"80136";"0";"2018Q2";"Norte"
"BA";"BAHIA";6;2018;"Q2";"todas";"40156";"609695";"2407571";"0.02";"2018Q2";"Nordeste"
"CE";"CEARÁ";6;2018;"Q2";"todas";"8528";"549152";"1496030";"0.01";"2018Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2018;"Q2";"todas";"5831";"40635";"324656";"0.02";"2018Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2018;"Q2";"todas";"12987";"159707";"559256";"0.02";"2018Q2";"Sudeste"
"GO";"GOIÁS";6;2018;"Q2";"todas";"25545";"176487";"1088674";"0.02";"2018Q2";"Centro-Oeste"
"MA";"MARANHÃO";6;2018;"Q2";"todas";"3579";"266719";"823056";"0";"2018Q2";"Nordeste"
"MG";"MINAS GERAIS";6;2018;"Q2";"todas";"89997";"1021325";"4329634";"0.02";"2018Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2018;"Q2";"todas";"20875";"99919";"490438";"0.04";"2018Q2";"Centro-Oeste"
"MT";"MATO GROSSO";6;2018;"Q2";"todas";"21473";"122378";"510259";"0.04";"2018Q2";"Centro-Oeste"
"PA";"PARÁ";6;2018;"Q2";"todas";"4596";"156608";"778294";"0.01";"2018Q2";"Norte"
"PB";"PARAÍBA";6;2018;"Q2";"todas";"6269";"272714";"854722";"0.01";"2018Q2";"Nordeste"
"PE";"PERNAMBUCO";6;2018;"Q2";"todas";"25430";"408846";"1753793";"0.01";"2018Q2";"Nordeste"
"PI";"PIAUÍ";6;2018;"Q2";"todas";"29843";"251313";"625049";"0.05";"2018Q2";"Nordeste"
"PR";"PARANÁ";6;2018;"Q2";"todas";"51812";"383397";"1916157";"0.03";"2018Q2";"Sul"
"RJ";"RIO DE JANEIRO";6;2018;"Q2";"todas";"23668";"323196";"2826132";"0.01";"2018Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2018;"Q2";"todas";"5269";"158661";"635783";"0.01";"2018Q2";"Nordeste"
"RO";"RONDÔNIA";6;2018;"Q2";"todas";"14101";"62900";"245735";"0.06";"2018Q2";"Norte"
"RR";"RORAIMA";6;2018;"Q2";"todas";"360";"13046";"54910";"0.01";"2018Q2";"Norte"
"RS";"RIO GRANDE DO SUL";6;2018;"Q2";"todas";"83975";"387327";"1924407";"0.04";"2018Q2";"Sul"
"SC";"SANTA CATARINA";6;2018;"Q2";"todas";"64441";"390475";"1345223";"0.05";"2018Q2";"Sul"
"SE";"SERGIPE";6;2018;"Q2";"todas";"348";"70238";"427355";"0";"2018Q2";"Nordeste"
"SP";"SÃO PAULO";6;2018;"Q2";"todas";"128491";"1421223";"5334901";"0.02";"2018Q2";"Sudeste"
"TO";"TOCANTINS";6;2018;"Q2";"todas";"20770";"76549";"288048";"0.07";"2018Q2";"Norte"
"AC";"ACRE";6;2018;"Q3";"todas";"388";"24660";"111477";"0";"2018Q3";"Norte"
"AL";"ALAGOAS";6;2018;"Q3";"todas";"14775";"222267";"502002";"0.03";"2018Q3";"Nordeste"
"AM";"AMAZONAS";6;2018;"Q3";"todas";"4563";"106463";"328941";"0.01";"2018Q3";"Norte"
"AP";"AMAPÁ";6;2018;"Q3";"todas";"2";"10758";"78540";"0";"2018Q3";"Norte"
"BA";"BAHIA";6;2018;"Q3";"todas";"49163";"626678";"2420646";"0.02";"2018Q3";"Nordeste"
"CE";"CEARÁ";6;2018;"Q3";"todas";"10417";"547977";"1498663";"0.01";"2018Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2018;"Q3";"todas";"18037";"65122";"416852";"0.04";"2018Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2018;"Q3";"todas";"14688";"163767";"563868";"0.03";"2018Q3";"Sudeste"
"GO";"GOIÁS";6;2018;"Q3";"todas";"28213";"179175";"1094207";"0.03";"2018Q3";"Centro-Oeste"
"MA";"MARANHÃO";6;2018;"Q3";"todas";"5385";"272964";"824338";"0.01";"2018Q3";"Nordeste"
"MG";"MINAS GERAIS";6;2018;"Q3";"todas";"99124";"1055177";"4377676";"0.02";"2018Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2018;"Q3";"todas";"22321";"106177";"498457";"0.04";"2018Q3";"Centro-Oeste"
"MT";"MATO GROSSO";6;2018;"Q3";"todas";"24942";"127852";"511093";"0.05";"2018Q3";"Centro-Oeste"
"PA";"PARÁ";6;2018;"Q3";"todas";"5792";"160295";"787895";"0.01";"2018Q3";"Norte"
"PB";"PARAÍBA";6;2018;"Q3";"todas";"11081";"268044";"856816";"0.01";"2018Q3";"Nordeste"
"PE";"PERNAMBUCO";6;2018;"Q3";"todas";"25820";"412284";"1755140";"0.01";"2018Q3";"Nordeste"
"PI";"PIAUÍ";6;2018;"Q3";"todas";"33769";"251894";"624842";"0.05";"2018Q3";"Nordeste"
"PR";"PARANÁ";6;2018;"Q3";"todas";"55099";"395209";"1912614";"0.03";"2018Q3";"Sul"
"RJ";"RIO DE JANEIRO";6;2018;"Q3";"todas";"28723";"346865";"2831070";"0.01";"2018Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2018;"Q3";"todas";"7470";"150768";"637087";"0.01";"2018Q3";"Nordeste"
"RO";"RONDÔNIA";6;2018;"Q3";"todas";"15021";"64359";"245658";"0.06";"2018Q3";"Norte"
"RR";"RORAIMA";6;2018;"Q3";"todas";"468";"13812";"57751";"0.01";"2018Q3";"Norte"
"RS";"RIO GRANDE DO SUL";6;2018;"Q3";"todas";"82837";"396075";"1929500";"0.04";"2018Q3";"Sul"
"SC";"SANTA CATARINA";6;2018;"Q3";"todas";"60046";"378152";"1354577";"0.04";"2018Q3";"Sul"
"SE";"SERGIPE";6;2018;"Q3";"todas";"709";"78787";"431323";"0";"2018Q3";"Nordeste"
"SP";"SÃO PAULO";6;2018;"Q3";"todas";"150431";"1508353";"5410556";"0.03";"2018Q3";"Sudeste"
"TO";"TOCANTINS";6;2018;"Q3";"todas";"22574";"77417";"288048";"0.08";"2018Q3";"Norte"
"AC";"ACRE";6;2019;"Q1";"todas";"423";"25869";"110717";"0";"2019Q1";"Norte"
"AL";"ALAGOAS";6;2019;"Q1";"todas";"16124";"226599";"502933";"0.03";"2019Q1";"Nordeste"
"AM";"AMAZONAS";6;2019;"Q1";"todas";"7015";"108852";"328018";"0.02";"2019Q1";"Norte"
"AP";"AMAPÁ";6;2019;"Q1";"todas";"1";"11111";"78228";"0";"2019Q1";"Norte"
"BA";"BAHIA";6;2019;"Q1";"todas";"58961";"643226";"2447618";"0.02";"2019Q1";"Nordeste"
"CE";"CEARÁ";6;2019;"Q1";"todas";"14080";"561888";"1503376";"0.01";"2019Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2019;"Q1";"todas";"31553";"83526";"423156";"0.07";"2019Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2019;"Q1";"todas";"13685";"168204";"567503";"0.02";"2019Q1";"Sudeste"
"GO";"GOIÁS";6;2019;"Q1";"todas";"30322";"176765";"1109911";"0.03";"2019Q1";"Centro-Oeste"
"MA";"MARANHÃO";6;2019;"Q1";"todas";"6682";"279001";"831613";"0.01";"2019Q1";"Nordeste"
"MG";"MINAS GERAIS";6;2019;"Q1";"todas";"105113";"1130384";"4394629";"0.02";"2019Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2019;"Q1";"todas";"26029";"113070";"504694";"0.05";"2019Q1";"Centro-Oeste"
"MT";"MATO GROSSO";6;2019;"Q1";"todas";"27843";"129574";"517713";"0.05";"2019Q1";"Centro-Oeste"
"PA";"PARÁ";6;2019;"Q1";"todas";"7103";"165888";"794098";"0.01";"2019Q1";"Norte"
"PB";"PARAÍBA";6;2019;"Q1";"todas";"17729";"265974";"861200";"0.02";"2019Q1";"Nordeste"
"PE";"PERNAMBUCO";6;2019;"Q1";"todas";"28336";"421323";"1766075";"0.02";"2019Q1";"Nordeste"
"PI";"PIAUÍ";6;2019;"Q1";"todas";"36187";"254685";"626591";"0.06";"2019Q1";"Nordeste"
"PR";"PARANÁ";6;2019;"Q1";"todas";"63063";"392858";"1910850";"0.03";"2019Q1";"Sul"
"RJ";"RIO DE JANEIRO";6;2019;"Q1";"todas";"40991";"380220";"2842021";"0.01";"2019Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2019;"Q1";"todas";"8166";"154771";"637866";"0.01";"2019Q1";"Nordeste"
"RO";"RONDÔNIA";6;2019;"Q1";"todas";"16748";"64345";"247470";"0.07";"2019Q1";"Norte"
"RR";"RORAIMA";6;2019;"Q1";"todas";"481";"15796";"59048";"0.01";"2019Q1";"Norte"
"RS";"RIO GRANDE DO SUL";6;2019;"Q1";"todas";"83598";"387900";"1936954";"0.04";"2019Q1";"Sul"
"SC";"SANTA CATARINA";6;2019;"Q1";"todas";"56296";"371641";"1379551";"0.04";"2019Q1";"Sul"
"SE";"SERGIPE";6;2019;"Q1";"todas";"882";"90167";"433742";"0";"2019Q1";"Nordeste"
"SP";"SÃO PAULO";6;2019;"Q1";"todas";"164895";"1555991";"5493693";"0.03";"2019Q1";"Sudeste"
"TO";"TOCANTINS";6;2019;"Q1";"todas";"24067";"77734";"290674";"0.08";"2019Q1";"Norte"
"AC";"ACRE";6;2019;"Q2";"todas";"411";"26863";"111160";"0";"2019Q2";"Norte"
"AL";"ALAGOAS";6;2019;"Q2";"todas";"17266";"232299";"499862";"0.03";"2019Q2";"Nordeste"
"AM";"AMAZONAS";6;2019;"Q2";"todas";"11782";"114388";"331814";"0.04";"2019Q2";"Norte"
"AP";"AMAPÁ";6;2019;"Q2";"todas";"4";"11465";"76632";"0";"2019Q2";"Norte"
"BA";"BAHIA";6;2019;"Q2";"todas";"67896";"673616";"2463796";"0.03";"2019Q2";"Nordeste"
"CE";"CEARÁ";6;2019;"Q2";"todas";"15347";"585100";"1509780";"0.01";"2019Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2019;"Q2";"todas";"35795";"90777";"421580";"0.08";"2019Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2019;"Q2";"todas";"17791";"171954";"568634";"0.03";"2019Q2";"Sudeste"
"GO";"GOIÁS";6;2019;"Q2";"todas";"33322";"189039";"1123877";"0.03";"2019Q2";"Centro-Oeste"
"MA";"MARANHÃO";6;2019;"Q2";"todas";"6987";"289491";"829196";"0.01";"2019Q2";"Nordeste"
"MG";"MINAS GERAIS";6;2019;"Q2";"todas";"114080";"1181919";"4409236";"0.03";"2019Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2019;"Q2";"todas";"27812";"118298";"501634";"0.06";"2019Q2";"Centro-Oeste"
"MT";"MATO GROSSO";6;2019;"Q2";"todas";"30034";"132389";"517757";"0.06";"2019Q2";"Centro-Oeste"
"PA";"PARÁ";6;2019;"Q2";"todas";"8769";"178119";"797400";"0.01";"2019Q2";"Norte"
"PB";"PARAÍBA";6;2019;"Q2";"todas";"20305";"268945";"861417";"0.02";"2019Q2";"Nordeste"
"PE";"PERNAMBUCO";6;2019;"Q2";"todas";"31273";"434024";"1770642";"0.02";"2019Q2";"Nordeste"
"PI";"PIAUÍ";6;2019;"Q2";"todas";"38821";"262224";"626674";"0.06";"2019Q2";"Nordeste"
"PR";"PARANÁ";6;2019;"Q2";"todas";"79540";"387816";"1922784";"0.04";"2019Q2";"Sul"
"RJ";"RIO DE JANEIRO";6;2019;"Q2";"todas";"53215";"439143";"2853363";"0.02";"2019Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2019;"Q2";"todas";"7977";"161105";"637869";"0.01";"2019Q2";"Nordeste"
"RO";"RONDÔNIA";6;2019;"Q2";"todas";"17675";"64376";"245631";"0.07";"2019Q2";"Norte"
"RR";"RORAIMA";6;2019;"Q2";"todas";"2823";"16778";"58764";"0.05";"2019Q2";"Norte"
"RS";"RIO GRANDE DO SUL";6;2019;"Q2";"todas";"92005";"386993";"1940010";"0.05";"2019Q2";"Sul"
"SC";"SANTA CATARINA";6;2019;"Q2";"todas";"54377";"373762";"1392017";"0.04";"2019Q2";"Sul"
"SE";"SERGIPE";6;2019;"Q2";"todas";"992";"103038";"433758";"0";"2019Q2";"Nordeste"
"SP";"SÃO PAULO";6;2019;"Q2";"todas";"184579";"1607403";"5522379";"0.03";"2019Q2";"Sudeste"
"TO";"TOCANTINS";6;2019;"Q2";"todas";"26000";"78956";"290849";"0.09";"2019Q2";"Norte"
"AC";"ACRE";6;2019;"Q3";"todas";"509";"27123";"111053";"0";"2019Q3";"Norte"
"AL";"ALAGOAS";6;2019;"Q3";"todas";"19216";"240907";"503530";"0.04";"2019Q3";"Nordeste"
"AM";"AMAZONAS";6;2019;"Q3";"todas";"15610";"116841";"318664";"0.05";"2019Q3";"Norte"
"AP";"AMAPÁ";6;2019;"Q3";"todas";"7";"12663";"80622";"0";"2019Q3";"Norte"
"BA";"BAHIA";6;2019;"Q3";"todas";"80050";"694268";"2448941";"0.03";"2019Q3";"Nordeste"
"CE";"CEARÁ";6;2019;"Q3";"todas";"17211";"615307";"1519688";"0.01";"2019Q3";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2019;"Q3";"todas";"36072";"90080";"402668";"0.09";"2019Q3";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2019;"Q3";"todas";"19681";"177099";"592820";"0.03";"2019Q3";"Sudeste"
"GO";"GOIÁS";6;2019;"Q3";"todas";"38022";"196558";"1141851";"0.03";"2019Q3";"Centro-Oeste"
"MA";"MARANHÃO";6;2019;"Q3";"todas";"7905";"294902";"848040";"0.01";"2019Q3";"Nordeste"
"MG";"MINAS GERAIS";6;2019;"Q3";"todas";"127626";"1222144";"4428529";"0.03";"2019Q3";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2019;"Q3";"todas";"31847";"119739";"514406";"0.06";"2019Q3";"Centro-Oeste"
"MT";"MATO GROSSO";6;2019;"Q3";"todas";"34343";"136339";"525740";"0.07";"2019Q3";"Centro-Oeste"
"PA";"PARÁ";6;2019;"Q3";"todas";"10024";"185864";"792510";"0.01";"2019Q3";"Norte"
"PB";"PARAÍBA";6;2019;"Q3";"todas";"23623";"275089";"866231";"0.03";"2019Q3";"Nordeste"
"PE";"PERNAMBUCO";6;2019;"Q3";"todas";"34791";"452020";"1781699";"0.02";"2019Q3";"Nordeste"
"PI";"PIAUÍ";6;2019;"Q3";"todas";"40967";"267822";"627129";"0.07";"2019Q3";"Nordeste"
"PR";"PARANÁ";6;2019;"Q3";"todas";"87696";"385835";"1890342";"0.05";"2019Q3";"Sul"
"RJ";"RIO DE JANEIRO";6;2019;"Q3";"todas";"65781";"485151";"2848022";"0.02";"2019Q3";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2019;"Q3";"todas";"8303";"164290";"624457";"0.01";"2019Q3";"Nordeste"
"RO";"RONDÔNIA";6;2019;"Q3";"todas";"18564";"65194";"242029";"0.08";"2019Q3";"Norte"
"RR";"RORAIMA";6;2019;"Q3";"todas";"3672";"17418";"59887";"0.06";"2019Q3";"Norte"
"RS";"RIO GRANDE DO SUL";6;2019;"Q3";"todas";"95671";"376932";"2003470";"0.05";"2019Q3";"Sul"
"SC";"SANTA CATARINA";6;2019;"Q3";"todas";"59854";"369497";"1408094";"0.04";"2019Q3";"Sul"
"SE";"SERGIPE";6;2019;"Q3";"todas";"1013";"113403";"438710";"0";"2019Q3";"Nordeste"
"SP";"SÃO PAULO";6;2019;"Q3";"todas";"200295";"1626276";"5530135";"0.04";"2019Q3";"Sudeste"
"TO";"TOCANTINS";6;2019;"Q3";"todas";"28206";"81622";"294318";"0.1";"2019Q3";"Norte"
"AC";"ACRE";6;2020;"Q1";"todas";"506";"27937";"110968";"0";"2020Q1";"Norte"
"AL";"ALAGOAS";6;2020;"Q1";"todas";"22327";"244247";"504076";"0.04";"2020Q1";"Nordeste"
"AM";"AMAZONAS";6;2020;"Q1";"todas";"18571";"119189";"336342";"0.06";"2020Q1";"Norte"
"AP";"AMAPÁ";6;2020;"Q1";"todas";"9";"13591";"84907";"0";"2020Q1";"Norte"
"BA";"BAHIA";6;2020;"Q1";"todas";"85553";"692266";"2547296";"0.03";"2020Q1";"Nordeste"
"CE";"CEARÁ";6;2020;"Q1";"todas";"19517";"642417";"1525058";"0.01";"2020Q1";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2020;"Q1";"todas";"31227";"84369";"436552";"0.07";"2020Q1";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2020;"Q1";"todas";"16568";"178075";"658973";"0.03";"2020Q1";"Sudeste"
"GO";"GOIÁS";6;2020;"Q1";"todas";"41911";"198205";"1164278";"0.04";"2020Q1";"Centro-Oeste"
"MA";"MARANHÃO";6;2020;"Q1";"todas";"8107";"295028";"854045";"0.01";"2020Q1";"Nordeste"
"MG";"MINAS GERAIS";6;2020;"Q1";"todas";"132476";"1174092";"4500000";"0.03";"2020Q1";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2020;"Q1";"todas";"29245";"118822";"530356";"0.06";"2020Q1";"Centro-Oeste"
"MT";"MATO GROSSO";6;2020;"Q1";"todas";"35323";"134495";"534702";"0.07";"2020Q1";"Centro-Oeste"
"PA";"PARÁ";6;2020;"Q1";"todas";"10970";"193359";"798919";"0.01";"2020Q1";"Norte"
"PB";"PARAÍBA";6;2020;"Q1";"todas";"25918";"274876";"866155";"0.03";"2020Q1";"Nordeste"
"PE";"PERNAMBUCO";6;2020;"Q1";"todas";"34434";"449944";"1807912";"0.02";"2020Q1";"Nordeste"
"PI";"PIAUÍ";6;2020;"Q1";"todas";"40488";"266211";"627130";"0.06";"2020Q1";"Nordeste"
"PR";"PARANÁ";6;2020;"Q1";"todas";"80767";"401824";"1994103";"0.04";"2020Q1";"Sul"
"RJ";"RIO DE JANEIRO";6;2020;"Q1";"todas";"62367";"496373";"2936109";"0.02";"2020Q1";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2020;"Q1";"todas";"9670";"165907";"646718";"0.01";"2020Q1";"Nordeste"
"RO";"RONDÔNIA";6;2020;"Q1";"todas";"17496";"62264";"249572";"0.07";"2020Q1";"Norte"
"RR";"RORAIMA";6;2020;"Q1";"todas";"3722";"16371";"61160";"0.06";"2020Q1";"Norte"
"RS";"RIO GRANDE DO SUL";6;2020;"Q1";"todas";"94396";"379351";"2115799";"0.04";"2020Q1";"Sul"
"SC";"SANTA CATARINA";6;2020;"Q1";"todas";"61271";"362455";"1437726";"0.04";"2020Q1";"Sul"
"SE";"SERGIPE";6;2020;"Q1";"todas";"1138";"117628";"441232";"0";"2020Q1";"Nordeste"
"SP";"SÃO PAULO";6;2020;"Q1";"todas";"200088";"1599434";"5992162";"0.03";"2020Q1";"Sudeste"
"TO";"TOCANTINS";6;2020;"Q1";"todas";"28571";"80674";"295101";"0.1";"2020Q1";"Norte"
"AC";"ACRE";6;2020;"Q2";"todas";"646";"27963";"106991";"0.01";"2020Q2";"Norte"
"AL";"ALAGOAS";6;2020;"Q2";"todas";"23485";"237543";"500969";"0.05";"2020Q2";"Nordeste"
"AM";"AMAZONAS";6;2020;"Q2";"todas";"25488";"128361";"339959";"0.07";"2020Q2";"Norte"
"AP";"AMAPÁ";6;2020;"Q2";"todas";"471";"14480";"71341";"0.01";"2020Q2";"Norte"
"BA";"BAHIA";6;2020;"Q2";"todas";"80807";"664570";"2399704";"0.03";"2020Q2";"Nordeste"
"CE";"CEARÁ";6;2020;"Q2";"todas";"44052";"641027";"1512325";"0.03";"2020Q2";"Nordeste"
"DF";"DISTRITO FEDERAL";6;2020;"Q2";"todas";"22685";"87466";"381392";"0.06";"2020Q2";"Centro-Oeste"
"ES";"ESPÍRITO SANTO";6;2020;"Q2";"todas";"13044";"178402";"633961";"0.02";"2020Q2";"Sudeste"
"GO";"GOIÁS";6;2020;"Q2";"todas";"43175";"218508";"1153796";"0.04";"2020Q2";"Centro-Oeste"
"MA";"MARANHÃO";6;2020;"Q2";"todas";"13709";"286839";"838076";"0.02";"2020Q2";"Nordeste"
"MG";"MINAS GERAIS";6;2020;"Q2";"todas";"132041";"1185101";"4467308";"0.03";"2020Q2";"Sudeste"
"MS";"MATO GROSSO DO SUL";6;2020;"Q2";"todas";"28628";"124790";"482906";"0.06";"2020Q2";"Centro-Oeste"
"MT";"MATO GROSSO";6;2020;"Q2";"todas";"30484";"131314";"510632";"0.06";"2020Q2";"Centro-Oeste"
"PA";"PARÁ";6;2020;"Q2";"todas";"14107";"201604";"667584";"0.02";"2020Q2";"Norte"
"PB";"PARAÍBA";6;2020;"Q2";"todas";"29025";"270033";"864301";"0.03";"2020Q2";"Nordeste"
"PE";"PERNAMBUCO";6;2020;"Q2";"todas";"38363";"448007";"1674947";"0.02";"2020Q2";"Nordeste"
"PI";"PIAUÍ";6;2020;"Q2";"todas";"36389";"250519";"627129";"0.06";"2020Q2";"Nordeste"
"PR";"PARANÁ";6;2020;"Q2";"todas";"71733";"401368";"1849052";"0.04";"2020Q2";"Sul"
"RJ";"RIO DE JANEIRO";6;2020;"Q2";"todas";"55518";"650312";"2841640";"0.02";"2020Q2";"Sudeste"
"RN";"RIO GRANDE DO NORTE";6;2020;"Q2";"todas";"12234";"168184";"642596";"0.02";"2020Q2";"Nordeste"
"RO";"RONDÔNIA";6;2020;"Q2";"todas";"15819";"61376";"234661";"0.07";"2020Q2";"Norte"
"RR";"RORAIMA";6;2020;"Q2";"todas";"3725";"15778";"60835";"0.06";"2020Q2";"Norte"
"RS";"RIO GRANDE DO SUL";6;2020;"Q2";"todas";"89951";"387465";"2063440";"0.04";"2020Q2";"Sul"
"SC";"SANTA CATARINA";6;2020;"Q2";"todas";"60944";"347193";"1418455";"0.04";"2020Q2";"Sul"
"SE";"SERGIPE";6;2020;"Q2";"todas";"2466";"117846";"432038";"0.01";"2020Q2";"Nordeste"
"SP";"SÃO PAULO";6;2020;"Q2";"todas";"180894";"1620064";"5562543";"0.03";"2020Q2";"Sudeste"
